patch_id,city_code,entropy_normalised,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,distance_to_center_km
cleveland_0376,cleveland,0.834709,103,187,50,0.267532,0.485714,0.12987,2.9299,41.0,23122.84,0.235294,601.56,36.1294,1.036538,5.909
chandigarh_0153,chandigarh,0.849051,2,48,18,0.026316,0.631579,0.236842,2.4474,73.0,6789.05,0.122449,118.75,10.6079,1.069631,5.322
caracas_0148,caracas,0.837554,11,54,33,0.09322,0.457627,0.279661,2.3898,70.1,9884.17,0.103896,184.37,15.444,1.049427,0.893
brasilia_1015,brasilia,0.866187,2,38,10,0.031746,0.603175,0.15873,2.6032,77.72,6373.45,0.165289,98.44,9.9585,1.036452,27.283
hanoi_4068,hanoi,0.818818,42,140,48,0.164062,0.546875,0.1875,2.6875,49.87,17154.0,0.175542,400.0,26.8031,1.074865,5.335
bangkok_1287,bangkok,0.862228,4,57,45,0.034783,0.495652,0.391304,2.1739,53.98,6746.89,0.048889,179.69,10.542,1.042001,24.811
fez_0007,fez,0.835628,16,93,9,0.117647,0.683824,0.066176,2.8529,50.57,9810.53,0.220974,212.5,15.329,1.093715,4.882
kyiv_0919,kyiv,0.859454,11,34,2,0.171875,0.53125,0.03125,2.8438,41.31,3759.24,0.227642,100.0,5.8738,1.116013,11.759
cologne_0254,cologne,0.862211,19,161,51,0.072519,0.614504,0.194656,2.5878,43.0,14575.59,0.150289,409.37,22.7744,1.03206,3.194
bengaluru_0467,bengaluru,0.833622,13,72,40,0.092857,0.514286,0.285714,2.4143,66.2,11186.97,0.109091,218.75,17.4796,1.024191,10.461
casablanca_0048,casablanca,0.817353,16,59,6,0.166667,0.614583,0.0625,2.9167,64.74,9063.78,0.240642,150.0,14.1622,1.045451,10.073
sapporo_0525,sapporo,0.818582,32,57,14,0.260163,0.463415,0.113821,2.8943,56.84,10118.31,0.232365,192.19,15.8099,1.055481,7.533
verona_2659,verona,0.842092,22,109,31,0.130952,0.64881,0.184524,2.7262,40.68,9316.78,0.187311,262.5,14.5575,1.055721,33.083
minneapolis_0690,minneapolis,0.821722,52,149,37,0.196226,0.562264,0.139623,2.8453,44.58,16806.05,0.215238,414.06,26.2595,1.10566,7.667
sapporo_0362,sapporo,0.866966,117,238,32,0.268349,0.545872,0.073394,3.0092,39.25,25746.83,0.254902,681.25,40.2294,1.057245,3.468
hanoi_2797,hanoi,0.823844,1,22,6,0.03125,0.6875,0.1875,2.5625,105.26,4315.63,0.169492,50.0,6.7432,1.372408,11.802
bangkok_0968,bangkok,0.818455,13,53,29,0.12037,0.490741,0.268519,2.5185,68.2,9275.81,0.137441,168.75,14.4934,1.147128,10.439
thessaloniki_1232,thessaloniki,0.853335,14,46,18,0.155556,0.511111,0.2,2.6222,72.12,8510.05,0.165714,140.62,13.2969,1.061581,11.957
warsaw_0167,warsaw,0.861944,121,442,258,0.143195,0.523077,0.305325,2.5183,21.17,22526.29,0.130564,1320.31,35.1973,1.041403,3.783
thessaloniki_1189,thessaloniki,0.852117,16,100,17,0.10596,0.662252,0.112583,2.7815,61.29,12870.95,0.20202,235.94,20.1109,1.017499,4.779
brasilia_0776,brasilia,0.84916,8,126,28,0.044693,0.703911,0.156425,2.6369,47.34,11173.0,0.164306,279.69,17.4578,1.073508,16.708
houston_1475,houston,0.856667,53,205,29,0.172638,0.667752,0.094463,2.9381,42.33,19092.17,0.238095,479.69,29.8315,1.055862,20.032
sofia_0350,sofia,0.855537,18,65,11,0.171429,0.619048,0.104762,2.8571,65.28,9791.71,0.22439,164.06,15.2996,1.052943,4.109
bengaluru_0728,bengaluru,0.868309,5,125,79,0.021645,0.541126,0.341991,2.2684,56.01,14674.98,0.070022,360.94,22.9297,1.041359,8.265
kyiv_0143,kyiv,0.867425,35,191,78,0.105105,0.573574,0.234234,2.5586,31.04,13222.82,0.142209,520.31,20.6607,1.040664,11.434
hanoi_1931,hanoi,0.86803,2,30,4,0.042553,0.638298,0.085106,2.6383,86.06,5336.01,0.179775,73.44,8.3375,1.039524,36.602
cairo_1845,cairo,0.852743,0,37,9,0.0,0.596774,0.145161,2.4516,77.24,5870.33,0.12605,96.87,9.1724,1.044095,47.957
adelaide_1178,adelaide,0.837519,35,101,55,0.166667,0.480952,0.261905,2.5714,39.63,10700.01,0.146988,328.12,16.7188,1.065318,19.575
toronto_0433,toronto,0.818107,47,154,63,0.163763,0.536585,0.219512,2.676,48.84,18754.79,0.172232,448.44,29.3044,1.120201,7.161
hanoi_2074,hanoi,0.841925,0,14,10,0.0,0.424242,0.30303,2.1212,116.08,4062.77,0.04918,51.56,6.3481,1.022127,33.025
tashkent_0585,tashkent,0.83231,12,58,38,0.097561,0.471545,0.308943,2.3577,56.92,8253.4,0.095436,192.19,12.8959,1.040228,8.545
adelaide_0989,adelaide,0.856979,92,173,13,0.299674,0.563518,0.042345,3.1205,30.5,14609.76,0.284072,479.69,22.8278,1.041558,3.75
orlando_0433,orlando,0.856736,15,50,19,0.163043,0.543478,0.206522,2.6957,60.17,7461.67,0.184358,143.75,11.6589,1.111629,9.138
quito_0192,quito,0.835978,25,113,28,0.13089,0.591623,0.146597,2.7225,56.07,14577.62,0.185676,298.44,22.7775,1.037541,10.638
lasvegas_1011,lasvegas,0.868331,79,143,74,0.254839,0.46129,0.23871,2.7419,38.43,16332.62,0.188618,484.37,25.5197,1.065897,9.431
istanbul_1399,istanbul,0.838306,1,9,11,0.037037,0.333333,0.407407,2.0,124.29,3355.75,0.020408,42.19,5.2434,1.062144,39.189
medellin_0202,medellin,0.867828,51,104,17,0.246377,0.502415,0.082126,2.9565,54.21,16589.33,0.244499,323.44,25.9208,1.16635,7.27
phoenix_0315,phoenix,0.848076,8,53,25,0.08,0.53,0.25,2.44,73.89,9015.06,0.117949,156.25,14.086,1.125081,10.981
orlando_0631,orlando,0.821408,39,92,24,0.219101,0.516854,0.134831,2.8202,37.24,9346.32,0.210826,278.12,14.6036,1.036357,3.886
birmingham_0152,birmingham,0.860116,45,108,56,0.198238,0.475771,0.246696,2.652,43.64,13136.36,0.167038,354.69,20.5256,1.069943,5.72
warsaw_0463,warsaw,0.860961,39,85,42,0.217877,0.47486,0.234637,2.6927,44.84,10805.72,0.17847,279.69,16.8839,1.097939,10.695
cologne_0119,cologne,0.857275,34,187,97,0.10089,0.554896,0.287834,2.4688,34.41,14315.29,0.119581,526.56,22.3676,1.072592,5.132
budapest_0396,budapest,0.86684,0,27,13,0.0,0.54,0.26,2.28,74.33,4237.02,0.084211,78.12,6.6203,1.061036,5.381
caracas_0043,caracas,0.860507,10,33,8,0.163934,0.540984,0.131148,2.918,57.41,5109.44,0.247863,95.31,7.9835,1.130294,7.836
minsk_0306,minsk,0.862836,44,167,85,0.138365,0.525157,0.267296,2.5472,43.45,17596.56,0.139461,496.87,27.4946,1.131569,2.813
brasilia_0807,brasilia,0.868605,9,131,24,0.048649,0.708108,0.12973,2.6919,57.23,14251.27,0.178082,289.06,22.2676,1.087793,17.466
brasilia_0034,brasilia,0.813053,3,12,8,0.096774,0.387097,0.258065,2.3226,105.77,3807.79,0.105263,48.44,5.9497,1.03331,39.642
bucharest_0058,bucharest,0.87101,11,54,9,0.115789,0.568421,0.094737,2.7368,77.23,10039.46,0.194595,148.44,15.6867,1.012947,8.964
tehran_0311,tehran,0.841602,20,98,26,0.120482,0.590361,0.156627,2.6747,70.2,15584.7,0.174312,259.37,24.3511,1.039013,11.15
istanbul_2584,istanbul,0.861265,40,184,33,0.136519,0.627986,0.112628,2.7986,47.17,19338.61,0.203098,457.81,30.2166,1.021504,10.86
casablanca_0078,casablanca,0.84266,12,102,10,0.088235,0.75,0.073529,2.8529,51.99,10085.53,0.220974,212.5,15.7586,1.040434,10.118
sofia_0127,sofia,0.844568,46,218,108,0.115578,0.547739,0.271357,2.5226,33.86,16998.39,0.132743,621.87,26.56,1.055066,4.688
tbilisi_0657,tbilisi,0.859892,29,106,23,0.175758,0.642424,0.139394,2.9091,45.68,10963.69,0.233846,257.81,17.1308,1.074039,13.618
bologna_0106,bologna,0.854936,116,318,188,0.176292,0.483283,0.285714,2.5593,29.61,24931.18,0.141114,1028.12,38.955,1.101443,1.11
bogota_0117,bogota,0.834765,28,68,46,0.17284,0.419753,0.283951,2.4815,50.4,10131.25,0.125392,253.12,15.8301,1.025195,7.839
minsk_0099,minsk,0.825152,142,395,111,0.201133,0.55949,0.157224,2.8499,29.22,29399.27,0.21393,1103.12,45.9364,1.035644,5.26
budapest_0765,budapest,0.861024,11,42,17,0.13253,0.506024,0.204819,2.6024,56.02,6049.92,0.161491,129.69,9.453,1.048423,15.162
hanoi_0756,hanoi,0.861643,6,48,25,0.0625,0.5,0.260417,2.3958,81.5,9371.93,0.106952,150.0,14.6436,1.067241,38.541
bogota_0335,bogota,0.827226,120,217,35,0.286396,0.5179,0.083532,3.0215,37.33,23629.85,0.258103,654.69,36.9216,1.03692,6.776
bengaluru_0376,bengaluru,0.819867,24,146,48,0.102128,0.621277,0.204255,2.6213,48.35,14892.27,0.15914,367.19,23.2692,1.019801,3.242
bangkok_0755,bangkok,0.837335,23,99,55,0.115578,0.497487,0.276382,2.4824,43.83,10825.96,0.124682,310.94,16.9156,1.082092,9.474
tashkent_0160,tashkent,0.85461,47,125,47,0.191057,0.50813,0.191057,2.7724,47.95,16350.76,0.197125,384.37,25.5481,1.077877,7.187
bangkok_1090,bangkok,0.858497,3,36,28,0.041667,0.5,0.388889,2.1944,62.28,4919.77,0.057554,112.5,7.6871,1.094363,12.711
orlando_0575,orlando,0.840654,51,126,56,0.205645,0.508065,0.225806,2.7177,39.48,13303.49,0.183299,387.5,20.7867,1.126422,7.441
vienna_0206,vienna,0.864236,36,88,38,0.202247,0.494382,0.213483,2.764,44.02,10829.15,0.196581,278.12,16.9205,1.066619,8.46
budapest_0278,budapest,0.866126,45,127,46,0.192308,0.542735,0.196581,2.7863,47.73,15560.12,0.200864,365.62,24.3127,1.026364,1.376
verona_2283,verona,0.844502,3,11,12,0.09375,0.34375,0.375,2.25,86.24,3104.5,0.084746,50.0,4.8508,1.059403,12.015
sofia_0065,sofia,0.869953,13,74,34,0.096296,0.548148,0.251852,2.4889,53.68,9018.35,0.128302,210.94,14.0912,1.043169,7.021
kyiv_0928,kyiv,0.823438,54,188,56,0.162162,0.564565,0.168168,2.7387,38.8,17694.82,0.187595,520.31,27.6482,1.046563,8.871
bologna_0052,bologna,0.856312,32,66,28,0.206452,0.425806,0.180645,2.6581,47.83,9853.45,0.170492,242.19,15.396,1.102928,3.606
portland_0363,portland,0.858555,14,61,37,0.114754,0.5,0.303279,2.4754,50.75,7663.46,0.125523,190.62,11.9742,1.10149,7.429
riga_0298,riga,0.861302,34,79,36,0.204819,0.475904,0.216867,2.6867,49.09,10946.33,0.17737,259.37,17.1036,1.043173,3.235
warsaw_0255,warsaw,0.834612,21,17,51,0.216495,0.175258,0.525773,2.0825,43.27,4369.81,0.026455,151.56,6.8278,1.061333,11.338
medellin_0174,medellin,0.830933,66,109,7,0.323529,0.534314,0.034314,3.1471,52.17,16746.05,0.292804,318.75,26.1657,1.018132,3.129
budapest_0295,budapest,0.839937,37,112,32,0.187817,0.568528,0.162437,2.7817,55.19,15122.91,0.200514,307.81,23.6296,1.042143,10.17
chandigarh_0158,chandigarh,0.821002,5,28,17,0.084746,0.474576,0.288136,2.4068,74.27,5272.82,0.115044,92.19,8.2388,1.060837,5.186
prague_0335,prague,0.838909,17,58,30,0.140496,0.479339,0.247934,2.562,47.36,7340.53,0.147679,189.06,11.4696,1.089415,9.374
adelaide_0558,adelaide,0.860189,44,82,19,0.254335,0.473988,0.109827,2.8902,52.16,13039.64,0.228739,270.31,20.3744,1.033505,5.163
riga_0342,riga,0.829801,32,92,39,0.183908,0.528736,0.224138,2.6897,38.89,9100.86,0.177843,271.87,14.2201,1.04275,6.278
hanoi_1562,hanoi,0.825496,0,12,10,0.0,0.375,0.3125,2.0625,105.08,3467.59,0.033898,50.0,5.4181,1.035352,21.586
hanoi_2618,hanoi,0.860151,45,99,24,0.226131,0.497487,0.120603,2.8744,50.12,14334.36,0.223919,310.94,22.3974,1.092845,9.005
adelaide_0317,adelaide,0.852045,15,67,24,0.120968,0.540323,0.193548,2.6129,65.6,10627.08,0.160494,193.75,16.6048,1.040899,7.519
quito_1354,quito,0.835515,1,12,16,0.030303,0.363636,0.484848,1.9394,54.83,1754.57,0.0,51.56,2.7415,1.023675,16.602
barcelona_0115,barcelona,0.846184,222,415,38,0.30663,0.573204,0.052486,3.1464,28.49,32444.86,0.288288,1131.25,50.6951,1.032259,3.316
buenosaires_0127,buenosaires,0.824737,36,184,90,0.104956,0.536443,0.262391,2.4956,38.31,16397.64,0.126285,535.94,25.6213,1.019487,10.021
quito_0149,quito,0.832759,21,81,45,0.128834,0.496933,0.276074,2.4785,65.77,13285.23,0.124611,254.69,20.7582,1.028001,12.734
minneapolis_0329,minneapolis,0.84711,26,110,36,0.128079,0.541872,0.17734,2.6207,57.58,15316.75,0.159601,317.19,23.9324,1.032863,9.611
bengaluru_0276,bengaluru,0.846905,25,134,35,0.120192,0.644231,0.168269,2.7308,45.79,13003.64,0.187348,325.0,20.3182,1.029375,7.902
brasilia_1697,brasilia,0.84697,4,41,12,0.060606,0.621212,0.181818,2.6061,70.39,6053.58,0.165354,103.12,9.4587,1.101495,7.017
riga_0161,riga,0.840487,10,58,14,0.106383,0.617021,0.148936,2.6809,67.56,8512.6,0.180328,146.87,13.3009,1.021055,7.479
chennai_0246,chennai,0.861367,6,66,36,0.05,0.55,0.3,2.35,65.81,9279.01,0.093617,187.5,14.4985,1.042222,11.275
bengaluru_0744,bengaluru,0.813986,26,132,38,0.117647,0.597285,0.171946,2.6606,61.73,18149.35,0.169336,345.31,28.3584,1.013753,6.802
cairo_0542,cairo,0.834049,1,53,5,0.013333,0.706667,0.066667,2.6667,61.67,6167.04,0.17931,117.19,9.636,1.061424,27.151
prague_0223,prague,0.814594,52,61,15,0.335484,0.393548,0.096774,2.9677,56.76,13054.29,0.24918,242.19,20.3973,1.07573,5.767
bratislava_0345,bratislava,0.863996,127,490,176,0.150118,0.579196,0.208038,2.6785,27.68,31364.78,0.170717,1321.87,49.0075,1.038156,2.632
orlando_0649,orlando,0.864184,8,36,10,0.131148,0.590164,0.163934,2.6885,52.64,4316.79,0.188034,95.31,6.745,1.082636,10.621
cairo_0416,cairo,0.871028,17,43,6,0.186813,0.472527,0.065934,2.8132,76.77,9827.06,0.214689,142.19,15.3548,1.023746,10.991
minsk_0339,minsk,0.871301,103,243,87,0.220557,0.520343,0.186296,2.7752,34.36,22265.95,0.19591,729.69,34.7906,1.063641,6.128
cleveland_0083,cleveland,0.833415,94,101,22,0.385246,0.413934,0.090164,3.1066,39.94,15136.11,0.281573,381.25,23.6502,1.064679,8.634
warsaw_0454,warsaw,0.832967,90,376,176,0.131965,0.55132,0.258065,2.5572,27.89,24318.02,0.140545,1065.62,37.9969,1.049796,4.154
budapest_0065,budapest,0.847893,15,56,28,0.135135,0.504505,0.252252,2.5946,64.54,9294.48,0.156682,173.44,14.5226,1.014533,12.619
thessaloniki_1177,thessaloniki,0.834375,15,72,17,0.121951,0.585366,0.138211,2.7642,77.31,13142.0,0.19917,192.19,20.5344,1.321767,8.748
tehran_0606,tehran,0.865762,29,244,154,0.063457,0.533917,0.33698,2.3239,32.3,17153.14,0.082508,714.06,26.8018,1.05382,3.348
cairo_0544,cairo,0.847139,11,74,10,0.092437,0.621849,0.084034,2.7227,80.64,13063.97,0.188841,185.94,20.4125,1.052703,25.745
cairo_0865,cairo,0.854159,8,91,5,0.06015,0.684211,0.037594,2.7669,70.53,12977.72,0.199234,207.81,20.2777,1.019572,21.459
hanoi_2158,hanoi,0.853918,0,23,19,0.0,0.479167,0.395833,2.0833,83.48,4173.8,0.032967,75.0,6.5216,1.043821,22.202
lasvegas_0875,lasvegas,0.833977,21,94,37,0.126506,0.566265,0.222892,2.6506,65.84,14484.2,0.168196,259.37,22.6316,1.156911,4.648
kyiv_0760,kyiv,0.826648,12,71,27,0.090909,0.537879,0.204545,2.5455,54.9,9223.53,0.142857,206.25,14.4118,1.050088,4.286
istanbul_2306,istanbul,0.814766,11,59,15,0.107843,0.578431,0.147059,2.6471,78.09,10541.9,0.170854,159.37,16.4717,1.016645,16.806
quito_0590,quito,0.850479,1,29,22,0.015625,0.453125,0.34375,2.25,81.09,5838.26,0.073171,100.0,9.1223,1.078683,7.569
hanoi_3519,hanoi,0.825767,1,18,10,0.030303,0.545455,0.30303,2.303,60.3,2291.58,0.098361,51.56,3.5806,1.028319,20.491
houston_0862,houston,0.844833,27,68,35,0.190141,0.478873,0.246479,2.6338,49.43,9242.87,0.164875,221.87,14.442,1.078514,5.317
tashkent_0124,tashkent,0.83537,41,183,39,0.138983,0.620339,0.132203,2.7864,52.1,21413.14,0.2,460.94,33.458,1.045131,11.367
marrakesh_0056,marrakesh,0.868798,72,241,10,0.20339,0.680791,0.028249,3.0678,41.34,22445.33,0.27027,553.12,35.0708,1.01888,6.04
bangkok_0455,bangkok,0.819232,14,82,88,0.069307,0.405941,0.435644,2.1089,49.43,10529.27,0.030075,315.62,16.452,1.057509,11.861
cleveland_0464,cleveland,0.819083,83,93,16,0.375566,0.420814,0.072398,3.1131,54.17,18634.87,0.283753,345.31,29.117,1.130971,9.465
verona_1239,verona,0.864213,12,40,17,0.157895,0.526316,0.223684,2.6579,53.61,5414.85,0.176871,118.75,8.4607,1.145438,10.592
vilnius_0579,vilnius,0.872331,5,38,18,0.070423,0.535211,0.253521,2.507,92.76,8255.46,0.138686,110.94,12.8992,1.021812,14.677
vancouver_0047,vancouver,0.815176,58,97,55,0.258929,0.433036,0.245536,2.7054,50.41,15274.52,0.180587,350.0,23.8664,1.047887,3.183
quito_0598,quito,0.857048,1,18,12,0.026316,0.473684,0.315789,2.2105,105.42,4427.65,0.070423,59.37,6.9182,1.208626,3.444
bangkok_0438,bangkok,0.870169,8,74,66,0.050633,0.468354,0.417722,2.1519,47.66,8101.7,0.041801,246.87,12.6589,1.047912,6.175
phoenix_0425,phoenix,0.82451,5,83,13,0.042017,0.697479,0.109244,2.6723,71.82,11419.46,0.175966,185.94,17.8429,1.086935,47.428
quito_1596,quito,0.851022,24,42,20,0.255319,0.446809,0.212766,2.7447,64.64,8338.95,0.196721,146.87,13.0296,1.027037,22.636
vilnius_0126,vilnius,0.831269,7,75,36,0.055118,0.590551,0.283465,2.4409,47.42,7349.85,0.116466,198.44,11.4841,1.07269,7.446
adelaide_1182,adelaide,0.873399,17,39,19,0.197674,0.453488,0.22093,2.6279,38.21,4318.06,0.167665,134.37,6.747,1.039215,22.697
sofia_0398,sofia,0.855,22,70,43,0.152778,0.486111,0.298611,2.5139,54.87,9930.98,0.134276,225.0,15.5172,1.080493,6.058
denver_0463,denver,0.837213,51,206,56,0.150888,0.609467,0.16568,2.7988,44.36,20981.84,0.202683,528.12,32.7841,1.12163,12.87
warsaw_0776,warsaw,0.835908,22,60,44,0.153846,0.41958,0.307692,2.4615,56.97,10026.77,0.120996,223.44,15.6668,1.043628,14.999
bologna_0024,bologna,0.815772,12,30,26,0.157895,0.394737,0.342105,2.3684,49.23,4430.39,0.102041,118.75,6.9225,1.152327,5.573
bucharest_0157,bucharest,0.831923,7,44,23,0.07,0.44,0.23,2.38,75.79,9019.36,0.102564,156.25,14.0927,1.063167,3.305
istanbul_0992,istanbul,0.8251,14,70,12,0.130841,0.654206,0.11215,2.8037,34.74,5211.45,0.210526,167.19,8.1429,1.030476,51.346
lisbon_0007,lisbon,0.815294,83,207,43,0.232493,0.579832,0.120448,2.9524,33.24,17515.83,0.241185,557.81,27.3685,1.050346,6.241
bengaluru_0481,bengaluru,0.859627,18,133,75,0.072,0.532,0.3,2.376,51.57,15316.71,0.09697,390.62,23.9324,1.052408,11.288
hanoi_0584,hanoi,0.89228,1,18,10,0.027778,0.5,0.277778,2.2778,105.49,4324.9,0.089552,56.25,6.7577,1.052915,41.569
cologne_0429,cologne,0.914312,12,141,55,0.052174,0.613043,0.23913,2.4783,45.1,12852.61,0.123077,359.37,20.0822,1.03717,8.298
bratislava_0120,bratislava,0.928422,1,17,5,0.035714,0.607143,0.178571,2.5,106.3,3720.51,0.156863,43.75,5.8133,1.059472,5.767
bangkok_1114,bangkok,0.885743,22,94,51,0.117021,0.5,0.271277,2.5106,64.74,15278.33,0.132075,293.75,23.8724,1.066295,19.689
kyoto_0294,kyoto,0.918297,21,103,33,0.119318,0.585227,0.1875,2.6364,45.43,10539.9,0.164265,275.0,16.4686,1.019431,9.915
vilnius_0262,vilnius,0.929822,4,87,22,0.032787,0.713115,0.180328,2.623,47.0,7520.69,0.16318,190.62,11.7511,1.061619,4.015
adelaide_0238,adelaide,0.931481,3,38,24,0.037037,0.469136,0.296296,2.3704,83.31,7998.08,0.101911,126.56,12.497,1.117056,19.563
kyiv_0418,kyiv,0.890075,1,24,6,0.026316,0.631579,0.157895,2.5263,102.27,4909.02,0.15493,59.37,7.6703,1.023828,12.243
minsk_0300,minsk,0.885179,137,443,146,0.175192,0.566496,0.186701,2.7621,28.91,31220.15,0.19179,1221.87,48.7815,1.047369,5.112
kyiv_0275,kyiv,0.920482,65,249,72,0.155875,0.597122,0.172662,2.7866,38.53,22387.89,0.199035,651.56,34.9811,1.052577,7.191
verona_0147,verona,0.887618,18,120,39,0.095238,0.634921,0.206349,2.6349,36.92,9192.66,0.163539,295.31,14.3635,1.084197,21.19
sapporo_0064,sapporo,0.899574,24,110,22,0.137931,0.632184,0.126437,2.7816,54.31,13143.85,0.201166,271.87,20.5373,1.101883,10.695
brasilia_1074,brasilia,0.916074,7,112,24,0.039773,0.636364,0.136364,2.5795,56.1,12733.95,0.149856,275.0,19.8968,1.030719,11.023
hanoi_0283,hanoi,0.906972,0,42,26,0.0,0.545455,0.337662,2.2078,78.63,6683.51,0.060403,120.31,10.443,1.052456,52.671
adelaide_0321,adelaide,0.922841,64,120,59,0.227758,0.427046,0.209964,2.6833,47.08,17748.72,0.174147,439.06,27.7324,1.035402,8.712
hanoi_0238,hanoi,0.896732,10,39,9,0.142857,0.557143,0.128571,2.7143,92.96,8831.44,0.192593,109.37,13.7991,1.026526,55.125
tashkent_0295,tashkent,0.906445,112,328,61,0.211321,0.618868,0.115094,2.9434,31.89,24872.98,0.237915,828.12,38.864,1.060844,2.236
prague_0189,prague,0.898748,106,225,48,0.259169,0.550122,0.117359,2.9731,37.05,22524.3,0.246002,639.06,35.1942,1.029354,3.611
minsk_0240,minsk,0.91299,27,136,50,0.116883,0.588745,0.21645,2.6494,53.54,16384.15,0.166302,360.94,25.6002,1.040384,4.519
cologne_0198,cologne,0.896109,31,167,54,0.112319,0.605072,0.195652,2.6449,42.59,15545.88,0.164534,431.25,24.2904,1.038335,2.79
hanoi_0690,hanoi,0.912922,1,16,14,0.028571,0.457143,0.4,2.1143,119.94,4437.78,0.046154,54.69,6.934,1.054847,38.731
brasilia_0895,brasilia,0.88731,0,19,15,0.0,0.5,0.394737,2.1053,106.66,4266.57,0.042254,59.37,6.6665,1.071008,13.777
kyoto_0310,kyoto,0.894819,18,59,11,0.171429,0.561905,0.104762,2.8,56.99,8377.54,0.209756,164.06,13.0899,1.09274,4.867
adelaide_0544,adelaide,0.892879,10,74,30,0.078125,0.578125,0.234375,2.5,52.09,8335.14,0.131474,200.0,13.0237,1.039767,9.18
phoenix_1610,phoenix,0.928594,13,62,27,0.111111,0.529915,0.230769,2.547,61.13,9107.9,0.144105,182.81,14.2311,1.171753,28.284
kyiv_0722,kyiv,0.921408,7,39,9,0.104478,0.58209,0.134328,2.6567,56.22,5003.84,0.178295,104.69,7.8185,1.047304,3.873
verona_0068,verona,0.930309,2,53,29,0.020833,0.552083,0.302083,2.2917,65.22,7174.68,0.080214,150.0,11.2104,1.091076,26.266
hanoi_0838,hanoi,0.916003,2,10,14,0.064516,0.322581,0.451613,2.0,110.32,3419.92,0.017544,48.44,5.3436,1.075765,33.997
cologne_0260,cologne,0.913038,10,102,43,0.057143,0.582857,0.245714,2.4686,43.68,9434.98,0.121739,273.44,14.7421,1.044916,2.134
vilnius_0297,vilnius,0.901769,43,233,40,0.120787,0.654494,0.11236,2.7921,39.18,19470.71,0.200849,556.25,30.423,1.036233,4.453
cologne_0597,cologne,0.934118,14,56,20,0.125,0.5,0.178571,2.5714,63.11,9087.16,0.150685,175.0,14.1987,1.06441,11.824
bogota_0289,bogota,0.916088,14,111,47,0.072165,0.572165,0.242268,2.4742,46.62,11189.61,0.122715,303.12,17.4838,1.031785,13.154
kyiv_0340,kyiv,0.893823,111,331,63,0.197861,0.590018,0.112299,2.9055,35.22,28702.79,0.22829,876.56,44.8481,1.032744,6.166
turin_0030,turin,0.914643,14,39,11,0.177215,0.493671,0.139241,2.7089,68.12,7289.08,0.189542,123.44,11.3892,1.177049,5.79
adelaide_0132,adelaide,0.880395,13,23,5,0.245283,0.433962,0.09434,2.9434,49.13,3832.31,0.257426,82.81,5.988,1.114938,23.138
cologne_0502,cologne,0.920937,10,148,63,0.041667,0.616667,0.2625,2.475,31.77,9435.87,0.122105,375.0,14.7435,1.044181,9.803
cologne_0265,cologne,0.925789,27,125,98,0.102273,0.473485,0.371212,2.3409,43.04,13299.99,0.087954,412.5,20.7812,1.052279,5.921
adelaide_1351,adelaide,0.929739,1,38,16,0.015625,0.59375,0.25,2.375,88.48,6724.85,0.105691,100.0,10.5076,1.160068,21.783
cairo_0906,cairo,0.918413,10,138,12,0.052356,0.722513,0.062827,2.7644,58.41,15419.39,0.196286,298.44,24.0928,1.044343,23.544
cologne_0203,cologne,0.924069,17,92,40,0.099415,0.538012,0.233918,2.5029,57.72,12351.03,0.130564,267.19,19.2985,1.028813,4.368
hanoi_1129,hanoi,0.877648,0,31,13,0.0,0.607843,0.254902,2.3529,85.18,5110.69,0.103093,79.69,7.9855,1.052777,28.44
leeds_0588,leeds,0.915503,1,44,21,0.012048,0.53012,0.253012,2.3373,56.76,5505.91,0.093168,129.69,8.603,1.064004,8.962
cologne_0478,cologne,0.928792,28,147,81,0.099644,0.523132,0.288256,2.4342,29.38,10049.56,0.111311,439.06,15.7024,1.062918,8.12
seattle_0414,seattle,0.900269,7,60,70,0.046667,0.4,0.466667,2.1067,34.23,5407.86,0.030508,234.37,8.4498,1.057028,6.871
hanoi_1269,hanoi,0.909533,1,26,22,0.017857,0.464286,0.392857,2.1071,95.26,5620.1,0.037383,87.5,8.7814,1.042362,31.143
hanoi_1279,hanoi,0.909395,1,25,7,0.023256,0.581395,0.162791,2.4651,82.42,4368.27,0.135802,67.19,6.8254,1.063085,26.837
kyiv_0152,kyiv,0.902039,3,38,22,0.041096,0.520548,0.30137,2.3014,64.89,5451.17,0.085106,114.06,8.5175,1.034604,11.933
hanoi_3323,hanoi,0.905316,5,65,33,0.045045,0.585586,0.297297,2.3784,55.72,7355.51,0.101382,173.44,11.493,1.029583,12.866
minsk_0078,minsk,0.894523,18,108,45,0.095745,0.574468,0.239362,2.5426,39.47,9433.4,0.140162,293.75,14.7397,1.063713,6.612
cairo_0350,cairo,0.890983,18,277,18,0.054711,0.841945,0.054711,2.9058,29.28,13994.87,0.229709,514.06,21.867,1.039967,9.181
vilnius_0398,vilnius,0.905144,0,15,12,0.0,0.416667,0.333333,2.1667,111.86,4362.62,0.059701,56.25,6.8166,1.114491,3.659
bratislava_0316,bratislava,0.886969,121,455,198,0.148831,0.559656,0.243542,2.6248,27.97,29845.24,0.15731,1270.31,46.6332,1.063333,1.9
verona_1765,verona,0.931373,37,125,38,0.16895,0.570776,0.173516,2.7489,46.52,14003.69,0.191686,342.19,21.8808,1.049313,8.234
